cnae_subclasse,cnae_mascara,cnae_descricao,item_lc116,descricao_atividade_lc
6010100,6010-1/00,Atividades de rádio,17.25,"17.25 - Inserção de textos, desenhos e outros materiais de propaganda e publicidade, em qualquer meio (exceto em livros, jornais, periódicos e
 nas modalidades de serviços de radiodifusão sonora e de sons e imagens de recepção livre e gratuita)."
6110899,6110-8/99,Serviços de telecomunicações por fio não especificados anteriormente,17.25,"17.25 - Inserção de textos, desenhos e outros materiais de propaganda e publicidade, em qualquer meio (exceto em livros, jornais, periódicos e
 nas modalidades de serviços de radiodifusão sonora e de sons e imagens de recepção livre e gratuita)."
6120599,6120-5/99,Serviços de telecomunicações sem fio não especificados anteriormente,17.25,"17.25 - Inserção de textos, desenhos e outros materiais de propaganda e publicidade, em qualquer meio (exceto em livros, jornais, periódicos e
 nas modalidades de serviços de radiodifusão sonora e de sons e imagens de recepção livre e gratuita)."
6190699,6190-6/99,Outras atividades de telecomunicações não especificadas anteriormente,17.25,"17.25 - Inserção de textos, desenhos e outros materiais de propaganda e publicidade, em qualquer meio (exceto em livros, jornais, periódicos e
 nas modalidades de serviços de radiodifusão sonora e de sons e imagens de recepção livre e gratuita)."
6920602,6920-6/02,Atividades de consultoria e auditoria contábil e tributária,17.25,"17.25 - Inserção de textos, desenhos e outros materiais de propaganda e publicidade, em qualquer meio (exceto em livros, jornais, periódicos e
 nas modalidades de serviços de radiodifusão sonora e de sons e imagens de recepção livre e gratuita)."
7311400,7311-4/00,Agências de publicidade,17.25,"17.25 - Inserção de textos, desenhos e outros materiais de propaganda e publicidade, em qualquer meio (exceto em livros, jornais, periódicos e
 nas modalidades de serviços de radiodifusão sonora e de sons e imagens de recepção livre e gratuita)."
7319001,7319-0/01,Criação de estandes para feiras e exposições,17.25,"17.25 - Inserção de textos, desenhos e outros materiais de propaganda e publicidade, em qualquer meio (exceto em livros, jornais, periódicos e
 nas modalidades de serviços de radiodifusão sonora e de sons e imagens de recepção livre e gratuita)."
7319002,7319-0/02,Promoção de vendas,17.25,"17.25 - Inserção de textos, desenhos e outros materiais de propaganda e publicidade, em qualquer meio (exceto em livros, jornais, periódicos e
 nas modalidades de serviços de radiodifusão sonora e de sons e imagens de recepção livre e gratuita)."
7319003,7319-0/03,Marketing direto,17.25,"17.25 - Inserção de textos, desenhos e outros materiais de propaganda e publicidade, em qualquer meio (exceto em livros, jornais, periódicos e
 nas modalidades de serviços de radiodifusão sonora e de sons e imagens de recepção livre e gratuita)."
7319099,7319-0/99,Outras atividades de publicidade não especificadas anteriormente,17.25,"17.25 - Inserção de textos, desenhos e outros materiais de propaganda e publicidade, em qualquer meio (exceto em livros, jornais, periódicos e
 nas modalidades de serviços de radiodifusão sonora e de sons e imagens de recepção livre e gratuita)."
7410299,7410-2/99,Atividades de design não especificadas anteriormente,17.25,"17.25 - Inserção de textos, desenhos e outros materiais de propaganda e publicidade, em qualquer meio (exceto em livros, jornais, periódicos e
 nas modalidades de serviços de radiodifusão sonora e de sons e imagens de recepção livre e gratuita)."
6511101,6511-1/01,Sociedade seguradora de seguros vida,18.01,"18.01 - Serviços de regulação de sinistros vinculados a contratos de seguros; inspeção e avaliação de riscos para cobertura de contratos de
 seguros; prevenção e gerência de riscos seguráveis e congêneres."
6512000,6512-0/00,Sociedade seguradora de Seguros não-vida,18.01,"18.01 - Serviços de regulação de sinistros vinculados a contratos de seguros; inspeção e avaliação de riscos para cobertura de contratos de
 seguros; prevenção e gerência de riscos seguráveis e congêneres."
6520100,6520-1/00,Sociedade seguradora de Seguros-saúde,18.01,"18.01 - Serviços de regulação de sinistros vinculados a contratos de seguros; inspeção e avaliação de riscos para cobertura de contratos de
 seguros; prevenção e gerência de riscos seguráveis e congêneres."
6530800,6530-8/00,Resseguros,18.01,"18.01 - Serviços de regulação de sinistros vinculados a contratos de seguros; inspeção e avaliação de riscos para cobertura de contratos de
 seguros; prevenção e gerência de riscos seguráveis e congêneres."
6621501,6621-5/01,Peritos e avaliadores de seguros,18.01,"18.01 - Serviços de regulação de sinistros vinculados a contratos de seguros; inspeção e avaliação de riscos para cobertura de contratos de
 seguros; prevenção e gerência de riscos seguráveis e congêneres."
6629100,6629-1/00,"Atividades auxiliares dos seguros, da previdência complementar e dos planos de saúde não especificadas anteriormente",18.01,"18.01 - Serviços de regulação de sinistros vinculados a contratos de seguros; inspeção e avaliação de riscos para cobertura de contratos de
 seguros; prevenção e gerência de riscos seguráveis e congêneres."
6423900,6423-9/00,Caixas econômicas,19.01,"19.01 - Serviços de distribuição e venda de bilhetes e demais produtos de loteria, bingos, cartões, pules ou cupons de apostas, sorteios, prêmios,
 inclusive os decorrentes de títulos de capitalização e congêneres."
8299706,8299-7/06,Casas lotéricas,19.01,"19.01 - Serviços de distribuição e venda de bilhetes e demais produtos de loteria, bingos, cartões, pules ou cupons de apostas, sorteios, prêmios,
 inclusive os decorrentes de títulos de capitalização e congêneres."
9200301,9200-3/01,Casas de bingo,19.01,"19.01 - Serviços de distribuição e venda de bilhetes e demais produtos de loteria, bingos, cartões, pules ou cupons de apostas, sorteios, prêmios,
 inclusive os decorrentes de títulos de capitalização e congêneres."
9200399,9200-3/99,Exploração de jogos de azar e apostas não especificados anteriormente,19.01,"19.01 - Serviços de distribuição e venda de bilhetes e demais produtos de loteria, bingos, cartões, pules ou cupons de apostas, sorteios, prêmios,
 inclusive os decorrentes de títulos de capitalização e congêneres."
0311603,0311-6/03,Coleta de outros produtos marinhos,20.01,"20.01 - Serviços portuários, ferroportuários, utilização de porto, movimentação de passageiros, reboque de embarcações, rebocador escoteiro, atracação, desatracação, serviços de praticagem, capatazia, armazenagem de qualquer natureza, serviços acessórios, movimentação de mercadorias, serviços de apoio marítimo, de movimentação ao largo, serviços de armadores, estiva, conferência, logística e congêneres."
0311604,0311-6/04,Atividades de apoio à pesca em água salgada,20.01,"20.01 - Serviços portuários, ferroportuários, utilização de porto, movimentação de passageiros, reboque de embarcações, rebocador escoteiro, atracação, desatracação, serviços de praticagem, capatazia, armazenagem de qualquer natureza, serviços acessórios, movimentação de mercadorias, serviços de apoio marítimo, de movimentação ao largo, serviços de armadores, estiva, conferência, logística e congêneres."
0312404,0312-4/04,Atividades de apoio à pesca em água doce,20.01,"20.01 - Serviços portuários, ferroportuários, utilização de porto, movimentação de passageiros, reboque de embarcações, rebocador escoteiro, atracação, desatracação, serviços de praticagem, capatazia, armazenagem de qualquer natureza, serviços acessórios, movimentação de mercadorias, serviços de apoio marítimo, de movimentação ao largo, serviços de armadores, estiva, conferência, logística e congêneres."
5011401,5011-4/01,Transporte marítimo de cabotagem - Carga,20.01,"20.01 - Serviços portuários, ferroportuários, utilização de porto, movimentação de passageiros, reboque de embarcações, rebocador escoteiro, atracação, desatracação, serviços de praticagem, capatazia, armazenagem de qualquer natureza, serviços acessórios, movimentação de mercadorias, serviços de apoio marítimo, de movimentação ao largo, serviços de armadores, estiva, conferência, logística e congêneres."
5011402,5011-4/02,Transporte marítimo de cabotagem - passageiros,20.01,"20.01 - Serviços portuários, ferroportuários, utilização de porto, movimentação de passageiros, reboque de embarcações, rebocador escoteiro, atracação, desatracação, serviços de praticagem, capatazia, armazenagem de qualquer natureza, serviços acessórios, movimentação de mercadorias, serviços de apoio marítimo, de movimentação ao largo, serviços de armadores, estiva, conferência, logística e congêneres."
5021101,5021-1/01,"Transporte por navegação interior de carga, municipal, exceto travessia",20.01,"20.01 - Serviços portuários, ferroportuários, utilização de porto, movimentação de passageiros, reboque de embarcações, rebocador escoteiro, atracação, desatracação, serviços de praticagem, capatazia, armazenagem de qualquer natureza, serviços acessórios, movimentação de mercadorias, serviços de apoio marítimo, de movimentação ao largo, serviços de armadores, estiva, conferência, logística e congêneres."
5022001,5022-0/01,"Transporte por navegação interior de passageiros em linhas regulares, municipal, exceto travessia",20.01,"20.01 - Serviços portuários, ferroportuários, utilização de porto, movimentação de passageiros, reboque de embarcações, rebocador escoteiro, atracação, desatracação, serviços de praticagem, capatazia, armazenagem de qualquer natureza, serviços acessórios, movimentação de mercadorias, serviços de apoio marítimo, de movimentação ao largo, serviços de armadores, estiva, conferência, logística e congêneres."
5030101,5030-1/01,Navegação de apoio marítimo,20.01,"20.01 - Serviços portuários, ferroportuários, utilização de porto, movimentação de passageiros, reboque de embarcações, rebocador escoteiro, atracação, desatracação, serviços de praticagem, capatazia, armazenagem de qualquer natureza, serviços acessórios, movimentação de mercadorias, serviços de apoio marítimo, de movimentação ao largo, serviços de armadores, estiva, conferência, logística e congêneres."
5030102,5030-1/02,Navegação de apoio portuário,20.01,"20.01 - Serviços portuários, ferroportuários, utilização de porto, movimentação de passageiros, reboque de embarcações, rebocador escoteiro, atracação, desatracação, serviços de praticagem, capatazia, armazenagem de qualquer natureza, serviços acessórios, movimentação de mercadorias, serviços de apoio marítimo, de movimentação ao largo, serviços de armadores, estiva, conferência, logística e congêneres."
5030103,5030-1/03,Serviço de rebocadores e empurradores,20.01,"20.01 - Serviços portuários, ferroportuários, utilização de porto, movimentação de passageiros, reboque de embarcações, rebocador escoteiro, atracação, desatracação, serviços de praticagem, capatazia, armazenagem de qualquer natureza, serviços acessórios, movimentação de mercadorias, serviços de apoio marítimo, de movimentação ao largo, serviços de armadores, estiva, conferência, logística e congêneres."
